current_week_active_idx,gap_real_week_2to1,gap_real_week_1tocurrent,boxoffice_week_2,boxoffice_week_1,audience_week_2,audience_week_1,screens_week_2,screens_week_1,open_week1_days,open_week1_boxoffice,open_week1_boxoffice_daily_avg,open_week2_boxoffice,amount,film_length_x,is_restricted,release_month_sin,release_month_cos,region,film_length_y
6,0,0,386441,138003,1474,505,45,18,3,1472095,490698.3333,2070696,64035,114,1,0.5,0.866025404,美國,114
7,0,0,138003,64035,505,240,18,8,3,1472095,490698.3333,2070696,26440,114,1,0.5,0.866025404,美國,114
8,0,0,64035,26440,240,102,8,7,3,1472095,490698.3333,2070696,8480,114,1,0.5,0.866025404,美國,114
9,0,0,26440,8480,102,36,7,2,3,1472095,490698.3333,2070696,1000,114,1,0.5,0.866025404,美國,114
3,0,0,2629324,2440679,10390,9392,80,81,3,2629324,876441.3333,2440679,2045706,117,0,-0.866025404,-0.5,中華民國,117
4,0,0,2440679,2045706,9392,7844,81,79,3,2629324,876441.3333,2440679,1095851,117,0,-0.866025404,-0.5,中華民國,117
5,0,0,2045706,1095851,7844,4414,79,53,3,2629324,876441.3333,2440679,714779,117,0,-0.866025404,-0.5,中華民國,117
6,0,0,1095851,714779,4414,2920,53,38,3,2629324,876441.3333,2440679,485815,117,0,-0.866025404,-0.5,中華民國,117
7,0,0,714779,485815,2920,1965,38,17,3,2629324,876441.3333,2440679,114753,117,0,-0.866025404,-0.5,中華民國,117
8,0,0,485815,114753,1965,438,17,7,3,2629324,876441.3333,2440679,198080,117,0,-0.866025404,-0.5,中華民國,117
9,0,0,114753,198080,438,902,7,9,3,2629324,876441.3333,2440679,134210,117,0,-0.866025404,-0.5,中華民國,117
10,0,0,198080,134210,902,541,9,4,3,2629324,876441.3333,2440679,31230,117,0,-0.866025404,-0.5,中華民國,117
3,0,0,134599,112379,561,481,13,13,3,134599,44866.33333,112379,29293,106,0,0.866025404,0.5,美國,106
4,0,0,112379,29293,481,129,13,6,3,134599,44866.33333,112379,16860,106,0,0.866025404,0.5,美國,106
3,0,0,263012,127988,1021,523,52,51,4,263012,65753,127988,8685,95,0,-0.866025404,0.5,美國,95
4,0,0,127988,8685,523,35,51,7,4,263012,65753,127988,2000,95,0,-0.866025404,0.5,美國,95
3,0,0,607293,715372,2351,2858,28,28,3,607293,202431,715372,272208,136,1,1,6.12E-17,美國,136
4,0,0,715372,272208,2858,1089,28,25,3,607293,202431,715372,93530,136,1,1,6.12E-17,美國,136
5,0,0,272208,93530,1089,379,25,13,3,607293,202431,715372,44370,136,1,1,6.12E-17,美國,136
6,0,0,93530,44370,379,186,13,4,3,607293,202431,715372,29780,136,1,1,6.12E-17,美國,136
7,0,0,44370,29780,186,122,4,4,3,607293,202431,715372,17460,136,1,1,6.12E-17,美國,136
8,0,0,29780,17460,122,75,4,1,3,607293,202431,715372,15960,136,1,1,6.12E-17,美國,136
3,0,0,6642009,4519567,24666,16699,50,53,3,6642009,2214003,4519567,1682023,79,0,0.866025404,-0.5,挪威,79
4,0,0,4519567,1682023,16699,6151,53,53,3,6642009,2214003,4519567,848181,79,0,0.866025404,-0.5,挪威,79
5,0,0,1682023,848181,6151,3102,53,48,3,6642009,2214003,4519567,270560,79,0,0.866025404,-0.5,挪威,79
6,0,0,848181,270560,3102,978,48,31,3,6642009,2214003,4519567,88553,79,0,0.866025404,-0.5,挪威,79
7,0,0,270560,88553,978,316,31,14,3,6642009,2214003,4519567,19890,79,0,0.866025404,-0.5,挪威,79
8,0,0,88553,19890,316,67,14,3,3,6642009,2214003,4519567,2250,79,0,0.866025404,-0.5,挪威,79
9,0,0,19890,2250,67,10,3,2,3,6642009,2214003,4519567,540,79,0,0.866025404,-0.5,挪威,79
3,0,0,47101,31981,183,127,15,15,3,47101,15700.33333,31981,1080,107,0,0.5,-0.866025404,西班牙,107
3,0,0,923159,747513,3568,3004,41,37,3,923159,307719.6667,747513,887446,111,0,0.5,-0.866025404,中華民國,111
4,0,0,747513,887446,3004,3690,37,33,3,923159,307719.6667,747513,647517,111,0,0.5,-0.866025404,中華民國,111
5,0,0,887446,647517,3690,2467,33,21,3,923159,307719.6667,747513,453734,111,0,0.5,-0.866025404,中華民國,111
6,0,0,647517,453734,2467,1866,21,16,3,923159,307719.6667,747513,540209,111,0,0.5,-0.866025404,中華民國,111
7,0,0,453734,540209,1866,2183,16,16,3,923159,307719.6667,747513,577127,111,0,0.5,-0.866025404,中華民國,111
8,0,0,540209,577127,2183,2498,16,16,3,923159,307719.6667,747513,324223,111,0,0.5,-0.866025404,中華民國,111
9,0,0,577127,324223,2498,1389,16,10,3,923159,307719.6667,747513,297525,111,0,0.5,-0.866025404,中華民國,111
10,0,0,324223,297525,1389,1214,10,13,3,923159,307719.6667,747513,136120,111,0,0.5,-0.866025404,中華民國,111
11,0,0,297525,136120,1214,585,13,9,3,923159,307719.6667,747513,299350,111,0,0.5,-0.866025404,中華民國,111
12,0,0,136120,299350,585,1210,9,12,3,923159,307719.6667,747513,67880,111,0,0.5,-0.866025404,中華民國,111
13,0,0,299350,67880,1210,277,12,6,3,923159,307719.6667,747513,167880,111,0,0.5,-0.866025404,中華民國,111
14,0,0,67880,167880,277,709,6,6,3,923159,307719.6667,747513,200630,111,0,0.5,-0.866025404,中華民國,111
15,0,0,167880,200630,709,814,6,6,3,923159,307719.6667,747513,525900,111,0,0.5,-0.866025404,中華民國,111
16,0,0,200630,525900,814,2155,6,12,3,923159,307719.6667,747513,171540,111,0,0.5,-0.866025404,中華民國,111
17,0,0,525900,171540,2155,778,12,3,3,923159,307719.6667,747513,188570,111,0,0.5,-0.866025404,中華民國,111
18,0,0,171540,188570,778,751,3,5,3,923159,307719.6667,747513,137870,111,0,0.5,-0.866025404,中華民國,111
19,0,0,188570,137870,751,571,5,3,3,923159,307719.6667,747513,13570,111,0,0.5,-0.866025404,中華民國,111
20,0,1,137870,13570,571,59,3,1,3,923159,307719.6667,747513,27360,111,0,0.5,-0.866025404,中華民國,111
21,1,0,13570,27360,59,114,1,1,3,923159,307719.6667,747513,490110,111,0,0.5,-0.866025404,中華民國,111
22,0,0,27360,490110,114,1663,1,6,3,923159,307719.6667,747513,82710,111,0,0.5,-0.866025404,中華民國,111
23,0,0,490110,82710,1663,347,6,3,3,923159,307719.6667,747513,54890,111,0,0.5,-0.866025404,中華民國,111
3,0,0,415546,504818,1461,2084,23,23,3,415546,138515.3333,504818,421587,86,0,-0.5,-0.866025404,日本,86
4,0,0,504818,421587,2084,1735,23,16,3,415546,138515.3333,504818,268403,86,0,-0.5,-0.866025404,日本,86
5,0,0,421587,268403,1735,1098,16,13,3,415546,138515.3333,504818,188108,86,0,-0.5,-0.866025404,日本,86
6,0,0,268403,188108,1098,769,13,11,3,415546,138515.3333,504818,110879,86,0,-0.5,-0.866025404,日本,86
7,0,0,188108,110879,769,461,11,8,3,415546,138515.3333,504818,69095,86,0,-0.5,-0.866025404,日本,86
8,0,0,110879,69095,461,288,8,3,3,415546,138515.3333,504818,44780,86,0,-0.5,-0.866025404,日本,86
9,0,0,69095,44780,288,187,3,2,3,415546,138515.3333,504818,38955,86,0,-0.5,-0.866025404,日本,86
10,0,0,44780,38955,187,166,2,1,3,415546,138515.3333,504818,16525,86,0,-0.5,-0.866025404,日本,86
11,0,0,38955,16525,166,68,1,1,3,415546,138515.3333,504818,21230,86,0,-0.5,-0.866025404,日本,86
12,0,0,16525,21230,68,88,1,1,3,415546,138515.3333,504818,15475,86,0,-0.5,-0.866025404,日本,86
13,0,0,21230,15475,88,64,1,1,3,415546,138515.3333,504818,33550,86,0,-0.5,-0.866025404,日本,86
14,0,0,15475,33550,64,138,1,1,3,415546,138515.3333,504818,11375,86,0,-0.5,-0.866025404,日本,86
15,0,0,33550,11375,138,46,1,1,3,415546,138515.3333,504818,5530,86,0,-0.5,-0.866025404,日本,86
3,0,0,86273,64214,332,246,22,22,3,86273,28757.66667,64214,2930,86,0,1.22E-16,-1,美國,86
4,0,0,64214,2930,246,12,22,3,3,86273,28757.66667,64214,1530,86,0,1.22E-16,-1,美國,86
5,0,0,2930,1530,12,7,3,1,3,86273,28757.66667,64214,660,86,0,1.22E-16,-1,美國,86
3,0,0,3037450,2711495,4690,4697,31,31,3,3037450,1012483.333,2711495,1099585,125,0,0.5,-0.866025404,韓國,125
4,0,0,2711495,1099585,4697,2022,31,27,3,3037450,1012483.333,2711495,457145,125,0,0.5,-0.866025404,韓國,125
5,0,0,1099585,457145,2022,849,27,18,3,3037450,1012483.333,2711495,100095,125,0,0.5,-0.866025404,韓國,125
6,0,0,457145,100095,849,186,18,12,3,3037450,1012483.333,2711495,55550,125,0,0.5,-0.866025404,韓國,125
7,0,0,100095,55550,186,101,12,3,3,3037450,1012483.333,2711495,8800,125,0,0.5,-0.866025404,韓國,125
8,0,2,55550,8800,101,16,3,2,3,3037450,1012483.333,2711495,65450,125,0,0.5,-0.866025404,韓國,125
3,0,0,159560,165783,616,675,20,20,3,159560,53186.66667,165783,51255,107,0,0.5,-0.866025404,美國,107
4,0,0,165783,51255,675,207,20,14,3,159560,53186.66667,165783,15655,107,0,0.5,-0.866025404,美國,107
5,0,0,51255,15655,207,61,14,3,3,159560,53186.66667,165783,7320,107,0,0.5,-0.866025404,美國,107
3,0,0,2773927,3640137,10773,14176,54,59,3,2773927,924642.3333,3640137,3858264,105,0,1.22E-16,-1,中華民國,105
4,0,0,3640137,3858264,14176,15372,59,57,3,2773927,924642.3333,3640137,2758982,105,0,1.22E-16,-1,中華民國,105
5,0,0,3858264,2758982,15372,10794,57,47,3,2773927,924642.3333,3640137,2914477,105,0,1.22E-16,-1,中華民國,105
6,0,0,2758982,2914477,10794,11938,47,40,3,2773927,924642.3333,3640137,2381490,105,0,1.22E-16,-1,中華民國,105
7,0,0,2914477,2381490,11938,9562,40,38,3,2773927,924642.3333,3640137,2172858,105,0,1.22E-16,-1,中華民國,105
8,0,0,2381490,2172858,9562,8861,38,38,3,2773927,924642.3333,3640137,1610582,105,0,1.22E-16,-1,中華民國,105
9,0,0,2172858,1610582,8861,6490,38,30,3,2773927,924642.3333,3640137,1654980,105,0,1.22E-16,-1,中華民國,105
10,0,0,1610582,1654980,6490,6650,30,29,3,2773927,924642.3333,3640137,1496264,105,0,1.22E-16,-1,中華民國,105
11,0,0,1654980,1496264,6650,6206,29,32,3,2773927,924642.3333,3640137,1505665,105,0,1.22E-16,-1,中華民國,105
12,0,0,1496264,1505665,6206,6031,32,29,3,2773927,924642.3333,3640137,1577608,105,0,1.22E-16,-1,中華民國,105
13,0,0,1505665,1577608,6031,6492,29,26,3,2773927,924642.3333,3640137,682660,105,0,1.22E-16,-1,中華民國,105
14,0,0,1577608,682660,6492,2792,26,18,3,2773927,924642.3333,3640137,605764,105,0,1.22E-16,-1,中華民國,105
15,0,0,682660,605764,2792,2452,18,18,3,2773927,924642.3333,3640137,411995,105,0,1.22E-16,-1,中華民國,105
16,0,0,605764,411995,2452,1834,18,13,3,2773927,924642.3333,3640137,593465,105,0,1.22E-16,-1,中華民國,105
17,0,0,411995,593465,1834,2261,13,16,3,2773927,924642.3333,3640137,414230,105,0,1.22E-16,-1,中華民國,105
18,0,0,593465,414230,2261,1778,16,9,3,2773927,924642.3333,3640137,216050,105,0,1.22E-16,-1,中華民國,105
19,0,0,414230,216050,1778,903,9,6,3,2773927,924642.3333,3640137,323650,105,0,1.22E-16,-1,中華民國,105
20,0,0,216050,323650,903,1191,6,7,3,2773927,924642.3333,3640137,193790,105,0,1.22E-16,-1,中華民國,105
21,0,0,323650,193790,1191,826,7,5,3,2773927,924642.3333,3640137,330510,105,0,1.22E-16,-1,中華民國,105
3,0,0,1248821,34538141,3242,112886,17,95,2,1248821,624410.5,34538141,36493327,125,0,1.22E-16,-1,美國,125
4,0,0,34538141,36493327,112886,117597,95,95,2,1248821,624410.5,34538141,24546023,125,0,1.22E-16,-1,美國,125
5,0,0,36493327,24546023,117597,85240,95,95,2,1248821,624410.5,34538141,14048388,125,0,1.22E-16,-1,美國,125
6,0,0,24546023,14048388,85240,51074,95,94,2,1248821,624410.5,34538141,7749222,125,0,1.22E-16,-1,美國,125
7,0,0,14048388,7749222,51074,28080,94,90,2,1248821,624410.5,34538141,5419765,125,0,1.22E-16,-1,美國,125
8,0,0,7749222,5419765,28080,17164,90,78,2,1248821,624410.5,34538141,3214432,125,0,1.22E-16,-1,美國,125
9,0,0,5419765,3214432,17164,9456,78,67,2,1248821,624410.5,34538141,1488359,125,0,1.22E-16,-1,美國,125
10,0,0,3214432,1488359,9456,4669,67,44,2,1248821,624410.5,34538141,1160088,125,0,1.22E-16,-1,美國,125
11,0,0,1488359,1160088,4669,3022,44,33,2,1248821,624410.5,34538141,590738,125,0,1.22E-16,-1,美國,125
12,0,0,1160088,590738,3022,1575,33,24,2,1248821,624410.5,34538141,121952,125,0,1.22E-16,-1,美國,125
13,0,0,590738,121952,1575,465,24,11,2,1248821,624410.5,34538141,108012,125,0,1.22E-16,-1,美國,125
14,0,0,121952,108012,465,454,11,7,2,1248821,624410.5,34538141,9820,125,0,1.22E-16,-1,美國,125
15,0,0,108012,9820,454,48,7,2,2,1248821,624410.5,34538141,164220,125,0,1.22E-16,-1,美國,125
16,0,0,9820,164220,48,295,2,3,2,1248821,624410.5,34538141,342945,125,0,1.22E-16,-1,美國,125
17,0,0,164220,342945,295,1059,3,8,2,1248821,624410.5,34538141,465375,125,0,1.22E-16,-1,美國,125
18,0,0,342945,465375,1059,1176,8,6,2,1248821,624410.5,34538141,173280,125,0,1.22E-16,-1,美國,125
19,0,0,465375,173280,1176,548,6,5,2,1248821,624410.5,34538141,17625,125,0,1.22E-16,-1,美國,125
20,0,0,173280,17625,548,235,5,1,2,1248821,624410.5,34538141,7125,125,0,1.22E-16,-1,美國,125
21,0,0,17625,7125,235,95,1,1,2,1248821,624410.5,34538141,61200,125,0,1.22E-16,-1,美國,125
22,0,0,7125,61200,95,291,1,2,2,1248821,624410.5,34538141,2325,125,0,1.22E-16,-1,美國,125
3,0,0,29727567,31225707,109660,115953,95,95,4,29727567,7431891.75,31225707,18291457,107,0,0.5,-0.866025404,美國,107
4,0,0,31225707,18291457,115953,67009,95,95,4,29727567,7431891.75,31225707,11754414,107,0,0.5,-0.866025404,美國,107
5,0,0,18291457,11754414,67009,42760,95,95,4,29727567,7431891.75,31225707,7097821,107,0,0.5,-0.866025404,美國,107
6,0,0,11754414,7097821,42760,25713,95,92,4,29727567,7431891.75,31225707,3936792,107,0,0.5,-0.866025404,美國,107
7,0,0,7097821,3936792,25713,14702,92,89,4,29727567,7431891.75,31225707,2026951,107,0,0.5,-0.866025404,美國,107
8,0,0,3936792,2026951,14702,7418,89,69,4,29727567,7431891.75,31225707,734187,107,0,0.5,-0.866025404,美國,107
9,0,0,2026951,734187,7418,2738,69,44,4,29727567,7431891.75,31225707,366605,107,0,0.5,-0.866025404,美國,107
10,0,0,734187,366605,2738,1375,44,25,4,29727567,7431891.75,31225707,147045,107,0,0.5,-0.866025404,美國,107
11,0,0,366605,147045,1375,577,25,12,4,29727567,7431891.75,31225707,81743,107,0,0.5,-0.866025404,美國,107
12,0,0,147045,81743,577,326,12,7,4,29727567,7431891.75,31225707,37207,107,0,0.5,-0.866025404,美國,107
13,0,0,81743,37207,326,154,7,7,4,29727567,7431891.75,31225707,39320,107,0,0.5,-0.866025404,美國,107
14,0,0,37207,39320,154,171,7,6,4,29727567,7431891.75,31225707,33330,107,0,0.5,-0.866025404,美國,107
15,0,1,39320,33330,171,162,6,3,4,29727567,7431891.75,31225707,15150,107,0,0.5,-0.866025404,美國,107
16,1,0,33330,15150,162,202,3,1,4,29727567,7431891.75,31225707,17925,107,0,0.5,-0.866025404,美國,107
17,0,0,15150,17925,202,239,1,1,4,29727567,7431891.75,31225707,16905,107,0,0.5,-0.866025404,美國,107
18,0,0,17925,16905,239,183,1,2,4,29727567,7431891.75,31225707,28540,107,0,0.5,-0.866025404,美國,107
19,0,0,16905,28540,183,237,2,2,4,29727567,7431891.75,31225707,27455,107,0,0.5,-0.866025404,美國,107
20,0,0,28540,27455,237,214,2,2,4,29727567,7431891.75,31225707,34860,107,0,0.5,-0.866025404,美國,107
21,0,0,27455,34860,214,237,2,1,4,29727567,7431891.75,31225707,10510,107,0,0.5,-0.866025404,美國,107
3,0,0,72193385,132919944,232379,426131,95,95,2,72193385,36096692.5,132919944,104683058,169,0,0.5,-0.866025404,美國,169
4,0,0,132919944,104683058,426131,332572,95,95,2,72193385,36096692.5,132919944,52772950,169,0,0.5,-0.866025404,美國,169
5,0,0,104683058,52772950,332572,168060,95,95,2,72193385,36096692.5,132919944,34645484,169,0,0.5,-0.866025404,美國,169
6,0,0,52772950,34645484,168060,115192,95,95,2,72193385,36096692.5,132919944,22473612,169,0,0.5,-0.866025404,美國,169
7,0,0,34645484,22473612,115192,75242,95,95,2,72193385,36096692.5,132919944,14247296,169,0,0.5,-0.866025404,美國,169
8,0,0,22473612,14247296,75242,48125,95,95,2,72193385,36096692.5,132919944,8196212,169,0,0.5,-0.866025404,美國,169
9,0,0,14247296,8196212,48125,27847,95,91,2,72193385,36096692.5,132919944,4635307,169,0,0.5,-0.866025404,美國,169
10,0,0,8196212,4635307,27847,16053,91,81,2,72193385,36096692.5,132919944,2632331,169,0,0.5,-0.866025404,美國,169
11,0,0,4635307,2632331,16053,9034,81,64,2,72193385,36096692.5,132919944,1505308,169,0,0.5,-0.866025404,美國,169
12,0,0,2632331,1505308,9034,5166,64,47,2,72193385,36096692.5,132919944,890964,169,0,0.5,-0.866025404,美國,169
13,0,0,1505308,890964,5166,3126,47,28,2,72193385,36096692.5,132919944,423242,169,0,0.5,-0.866025404,美國,169
14,0,0,890964,423242,3126,1464,28,23,2,72193385,36096692.5,132919944,296864,169,0,0.5,-0.866025404,美國,169
15,0,0,423242,296864,1464,991,23,12,2,72193385,36096692.5,132919944,170387,169,0,0.5,-0.866025404,美國,169
16,0,0,296864,170387,991,580,12,10,2,72193385,36096692.5,132919944,143603,169,0,0.5,-0.866025404,美國,169
17,0,0,170387,143603,580,508,10,8,2,72193385,36096692.5,132919944,56958,169,0,0.5,-0.866025404,美國,169
18,0,0,143603,56958,508,306,8,5,2,72193385,36096692.5,132919944,58400,169,0,0.5,-0.866025404,美國,169
19,0,0,56958,58400,306,375,5,2,2,72193385,36096692.5,132919944,39620,169,0,0.5,-0.866025404,美國,169
20,0,0,58400,39620,375,272,2,2,2,72193385,36096692.5,132919944,25340,169,0,0.5,-0.866025404,美國,169
21,0,0,39620,25340,272,178,2,1,2,72193385,36096692.5,132919944,17630,169,0,0.5,-0.866025404,美國,169
22,0,0,25340,17630,178,124,1,1,2,72193385,36096692.5,132919944,61670,169,0,0.5,-0.866025404,美國,169
23,0,0,17630,61670,124,687,1,2,2,72193385,36096692.5,132919944,59125,169,0,0.5,-0.866025404,美國,169
24,0,0,61670,59125,687,706,2,2,2,72193385,36096692.5,132919944,33000,169,0,0.5,-0.866025404,美國,169
25,0,0,59125,33000,706,440,2,1,2,72193385,36096692.5,132919944,18225,169,0,0.5,-0.866025404,美國,169
3,0,0,2768630,2036672,10562,7746,82,82,6,2768630,461438.3333,2036672,641183,104,1,0.5,-0.866025404,美國,104
4,0,0,2036672,641183,7746,2371,82,79,6,2768630,461438.3333,2036672,154828,104,1,0.5,-0.866025404,美國,104
5,0,0,641183,154828,2371,557,79,30,6,2768630,461438.3333,2036672,18700,104,1,0.5,-0.866025404,美國,104
6,0,1,154828,18700,557,65,30,8,6,2768630,461438.3333,2036672,3445,104,1,0.5,-0.866025404,美國,104
7,1,0,18700,3445,65,16,8,1,6,2768630,461438.3333,2036672,12850,104,1,0.5,-0.866025404,美國,104
8,0,0,3445,12850,16,53,1,1,6,2768630,461438.3333,2036672,6735,104,1,0.5,-0.866025404,美國,104
9,0,0,12850,6735,53,28,1,1,6,2768630,461438.3333,2036672,6750,104,1,0.5,-0.866025404,美國,104
10,0,0,6735,6750,28,90,1,1,6,2768630,461438.3333,2036672,8250,104,1,0.5,-0.866025404,美國,104
11,0,0,6750,8250,90,110,1,1,6,2768630,461438.3333,2036672,2700,104,1,0.5,-0.866025404,美國,104
3,0,0,71677101,56906148,261771,205859,97,97,5,71677101,14335420.2,56906148,31273318,109,0,1.22E-16,-1,日本,109
4,0,0,56906148,31273318,205859,114687,97,96,5,71677101,14335420.2,56906148,20927632,109,0,1.22E-16,-1,日本,109
5,0,0,31273318,20927632,114687,76430,96,94,5,71677101,14335420.2,56906148,12370227,109,0,1.22E-16,-1,日本,109
6,0,0,20927632,12370227,76430,45254,94,93,5,71677101,14335420.2,56906148,8306567,109,0,1.22E-16,-1,日本,109
7,0,0,12370227,8306567,45254,30312,93,90,5,71677101,14335420.2,56906148,5006820,109,0,1.22E-16,-1,日本,109
8,0,0,8306567,5006820,30312,18118,90,89,5,71677101,14335420.2,56906148,3496664,109,0,1.22E-16,-1,日本,109
9,0,0,5006820,3496664,18118,12726,89,71,5,71677101,14335420.2,56906148,2058252,109,0,1.22E-16,-1,日本,109
10,0,0,3496664,2058252,12726,7525,71,56,5,71677101,14335420.2,56906148,1231105,109,0,1.22E-16,-1,日本,109
11,0,0,2058252,1231105,7525,4564,56,33,5,71677101,14335420.2,56906148,269936,109,0,1.22E-16,-1,日本,109
12,0,0,1231105,269936,4564,986,33,23,5,71677101,14335420.2,56906148,362963,109,0,1.22E-16,-1,日本,109
13,0,0,269936,362963,986,1045,23,18,5,71677101,14335420.2,56906148,287343,109,0,1.22E-16,-1,日本,109
14,0,0,362963,287343,1045,653,18,13,5,71677101,14335420.2,56906148,290614,109,0,1.22E-16,-1,日本,109
15,0,0,287343,290614,653,634,13,8,5,71677101,14335420.2,56906148,147111,109,0,1.22E-16,-1,日本,109
16,0,0,290614,147111,634,340,8,6,5,71677101,14335420.2,56906148,32100,109,0,1.22E-16,-1,日本,109
17,0,0,147111,32100,340,113,6,2,5,71677101,14335420.2,56906148,163590,109,0,1.22E-16,-1,日本,109
18,0,0,32100,163590,113,278,2,3,5,71677101,14335420.2,56906148,83518,109,0,1.22E-16,-1,日本,109
19,0,0,163590,83518,278,143,3,3,5,71677101,14335420.2,56906148,1820,109,0,1.22E-16,-1,日本,109
3,0,0,616591,357749,2559,1464,22,22,3,616591,205530.3333,357749,259207,90,0,1.22E-16,-1,泰國,90
4,0,0,357749,259207,1464,836,22,17,3,616591,205530.3333,357749,70070,90,0,1.22E-16,-1,泰國,90
3,0,0,139838,187235,605,650,14,16,4,139838,34959.5,187235,21985,148,0,-0.866025404,0.5,英國,148
4,0,0,187235,21985,650,92,16,7,4,139838,34959.5,187235,9755,148,0,-0.866025404,0.5,英國,148
3,0,0,12155308,5831325,42837,21803,95,95,6,12155308,2025884.667,5831325,1882710,114,1,1.22E-16,-1,美國,114
4,0,0,5831325,1882710,21803,6980,95,94,6,12155308,2025884.667,5831325,603700,114,1,1.22E-16,-1,美國,114
5,0,0,1882710,603700,6980,2243,94,81,6,12155308,2025884.667,5831325,175162,114,1,1.22E-16,-1,美國,114
6,0,0,603700,175162,2243,655,81,19,6,12155308,2025884.667,5831325,48511,114,1,1.22E-16,-1,美國,114
7,0,0,175162,48511,655,187,19,7,6,12155308,2025884.667,5831325,12010,114,1,1.22E-16,-1,美國,114
8,0,0,48511,12010,187,46,7,1,6,12155308,2025884.667,5831325,4370,114,1,1.22E-16,-1,美國,114
9,0,0,12010,4370,46,17,1,1,6,12155308,2025884.667,5831325,2200,114,1,1.22E-16,-1,美國,114
3,0,0,74661291,96016586,221415,285979,95,95,6,74661291,12443548.5,96016586,83034833,155,0,1.22E-16,-1,美國,155
4,0,0,96016586,83034833,285979,261761,95,95,6,74661291,12443548.5,96016586,76601180,155,0,1.22E-16,-1,美國,155
5,0,0,83034833,76601180,261761,238231,95,95,6,74661291,12443548.5,96016586,58472735,155,0,1.22E-16,-1,美國,155
6,0,0,76601180,58472735,238231,187419,95,95,6,74661291,12443548.5,96016586,48108587,155,0,1.22E-16,-1,美國,155
7,0,0,58472735,48108587,187419,152724,95,95,6,74661291,12443548.5,96016586,39881499,155,0,1.22E-16,-1,美國,155
